,Unnamed: 0,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
7313,236732,6IVkWuiOVvvckJ1ec4l9Aq,Ki Samjiye,42,284760,0,['Amrinder Gill'],['1x02ug1CLkx7mrQP9FRswh'],2011-11-05,0.858,0.755,11,-3.031,1,0.0612,0.0085,0.0,0.0979,0.74,100.951,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7314,236767,6IdsRFvEzlfNPS85PoAKG8,Kapitel 04: Aristocats,34,81800,0,['Disney - Aristocats'],['5bRPJzbpRmQmHuTC69n04z'],1997-11-03,0.676,0.41,0,-11.494,1,0.955,0.803,0.0,0.676,0.654,73.793,3,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7315,236809,6IpDK1j5crWGumC1LnxkeF,King Of Majesty,34,260867,0,['Hillsong Worship'],['3SgHzT552wy2W8pNLaLk24'],2002-07-02,0.426,0.957,11,-5.74,1,0.0678,0.000708,9.44e-06,0.963,0.397,115.961,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7316,236828,6IvxXL0dqXJlgIoIFfMqFA,K.I.N.G,49,216347,0,['Satyricon'],['221Rd0FvVxMx7eCbWqjiKd'],2006-01-01,0.533,0.954,9,-6.632,1,0.0505,9.66e-06,0.398,0.051,0.398,129.758,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7317,236833,6IwbgA2lca6IZZvo2wCL6Q,KK,65,97877,1,['KASIMIR1441'],['7ADRm1oT7VmhRRZrZqycV6'],2020-02-20,0.722,0.836,5,-5.444,0,0.4,0.302,0.0,0.318,0.817,88.678,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7318,236882,6JB7O3pRgqBz5HKf24ZC7D,Kapitel 23: Das Dschungelbuch,32,94040,0,['Disney - Das Dschungelbuch'],['35aUtDxOPjNvjHWwvHG5Kn'],1997-01-01,0.676,0.456,0,-8.798,1,0.686,0.88,0.0,0.086,0.694,130.102,5,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7319,236938,6JTl53uAHaVclVtbEG59Rz,Kapitel 17: Cinderella,34,95587,0,['Disney - Cinderella'],['3nQZ9aixzOxaCkd5bshAB8'],1997-01-01,0.745,0.476,9,-13.129,1,0.861,0.883,0.000707,0.767,0.794,64.473,3,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7320,236966,6JbP0ui7aazTg8LgWv6Elk,Kaksoiselämää,44,308333,0,['Juice Leskinen'],['4W6vvLzFQKixmJXSJK3wLp'],1986-01-01,0.441,0.282,0,-13.504,1,0.03,0.521,0.0,0.117,0.295,168.198,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7321,237000,6JmPOh5o68cKklExMahQrc,Kauas pois,36,224740,0,['Raappana'],['7m7tqSW9C7alkliDAZYvF0'],2013-02-25,0.769,0.688,1,-4.891,0,0.0399,0.525,0.0,0.121,0.943,91.029,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7322,237014,6JptyBIuvS0h2Cv2Za1bdb,Köyhä laulaa,52,227217,0,['J&J'],['42AFmS0Wh6FvEDXkmjE4Ti'],2016,0.642,0.618,7,-8.579,1,0.0381,0.185,4.1e-06,0.244,0.715,159.999,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
